fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
53422,,"344475688",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""private""",Il-Mosta,Yes,Recreation,polygon
53425,,"344955068",,,,parking,,,,,,,,,,,,,,,,,,,"""covered""=>""no"",""fee""=>""no"",""surface""=>""paved""",Il-Mosta,Yes,Others,polygon
53426,,"344955071",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
53430,,"345934624",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53432,,"345937117",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53434,,"346306671",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53436,,"346306674",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53437,,"347165016",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53438,,"347165032",,,,parking,,,,,,,,,,,,,,,,,,,"""covered""=>""no"",""fee""=>""no"",""surface""=>""asphalt""",Il-Mosta,Yes,Others,polygon
53439,,"348479224",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53440,,"348479229",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53442,,"348479232",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Il-Mosta,Yes,Recreation,polygon
53443,,"348479237",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Il-Mosta,Yes,Recreation,polygon
53454,,"352102631",Ġnien l-Għarusa tal-Mosta,,,,,,,,,,,,,garden,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""garden:type""=>""public"",""name:en""=>""Mosta Bride Garden""",Il-Mosta,Yes,Recreation,polygon
53456,,"352102636",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53462,,"363695703",Kappella Sant' Andrija,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""check_date""=>""2025-04-17"",""denomination""=>""roman_catholic"",""religion""=>""christian"",""wheelchair""=>""limited""",Il-Mosta,Yes,Recreation,polygon
53468,,"363695716",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53472,,"363698024",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Il-Mosta,Yes,Recreation,polygon
53474,,"363698028",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side"",""surface""=>""asphalt""",Il-Mosta,Yes,Others,polygon
53476,,"363698032",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53477,,"363698034",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53478,,"363858620",Kappella ta' Santa Margerita,,,place_of_worship,,,,,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Il-Mosta,Yes,Recreation,polygon
53479,,"363858626",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53480,,"363858627",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53481,,"363858788",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53483,,"364292554",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53484,,"364292556",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Il-Mosta,Yes,Recreation,polygon
53485,,"364292570",Il-Kappella tal-Wejda,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Il-Mosta,Yes,Recreation,polygon
53490,,"364342779",PAMA Supermarket,,,,,,,yes,,,,,,,,,,,,supermarket,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:postcode""=>""MST 9017"",""addr:street""=>""Valletta Road"",""building:levels""=>""2"",""check_date""=>""2026-03-19"",""opening_hours""=>""Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 07:00-20:00; Su 09:00-19:00""",Il-Mosta,Yes,Shopping,polygon
53494,,"366449081",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
53498,,"372695489",Ġnien Carmelo Dimech,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53501,,"373369799",Il-Kappella ta' San Andrija (Tal-Qares),,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:street""=>""Triq tal-Qares"",""check_date""=>""2025-08-21"",""denomination""=>""roman_catholic"",""name:en""=>""Saint Andrew's Chapel (Tal-Qares)"",""name:mt""=>""Il-Kappella ta' San Andrija (Tal-Qares)"",""religion""=>""christian""",Il-Mosta,Yes,Recreation,polygon
53517,,"375376143",Il-Kappella taċ-Ċimiterju tal-Mosta,,,place_of_worship,,,,,,,,,,,,,,,,,,,"""addr:floor""=>""0"",""check_date""=>""2025-09-21"",""denomination""=>""roman_catholic"",""internet_access""=>""no"",""level""=>""0"",""name:en""=>""Mosta Cemetery Chapel"",""name:mt""=>""Il-Kappella taċ-Ċimiterju tal-Mosta"",""religion""=>""christian"",""wheelchair""=>""yes""",Il-Mosta,Yes,Recreation,polygon
53518,,"376231713",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
53520,,"386464934",Skola Sekondarja Mosta - Ġilju tal-Wied,,,school,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:street""=>""Triq Wied il-Għasel"",""check_date""=>""2025-08-26"",""college""=>""Maria Reġina"",""education""=>""secondary"",""name:en""=>""Mosta Secondary School - Lily of the Valley"",""name:mt""=>""Skola Sekondarja Mosta - Gilju tal-Wied"",""opening_hours""=>""Mo-Fr 07:55-13:55"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Il-Mosta,Yes,Education,polygon
53521,,"386464941",,,,,,,,school,,,,,,,,,,,,,,,,Il-Mosta,Yes,Education,polygon
53528,,"393555290",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53544,,"394928420",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53546,,"394928425",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53554,,"394941422",EuroSpin,,,,,,,yes,,,,,,,,,,,,supermarket,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:street""=>""Triq id-Difiża Ċivili"",""brand""=>""EuroSpin"",""brand:wikidata""=>""Q1374674"",""check_date""=>""2026-03-19"",""opening_hours""=>""07:00-22:00"",""operator""=>""EuroSpin""",Il-Mosta,Yes,Shopping,polygon
53558,,"402632399",Il-Kappella tal-Isperanza,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""denomination""=>""roman_catholic"",""religion""=>""christian"",""wheelchair""=>""no""",Il-Mosta,Yes,Recreation,polygon
53564,,"402632406",,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53572,,"404871830",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53574,,"411693074",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53580,,"443983541",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53581,,"443983542",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53595,,"457634424",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
53597,,"462260887",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53598,,"462260888",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53599,,"462260890",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53617,,"464900826",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53618,,"464900827",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53619,,"464900828",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53620,,"464900829",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53621,,"464900830",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53622,,"464900831",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53623,,"464900832",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53625,,"464900838",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53626,,"464900839",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53632,,"469632692",Mosta Boċċi Club,,,,,,,,,,,,,pitch,,,,,,,boules,,"""check_date""=>""2024-07-02""",Il-Mosta,Yes,Recreation,polygon
53633,,"469643129",Lidl,,,,,,,supermarket,,,,,,,,,,,,supermarket,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:postcode""=>""MST 1743"",""addr:street""=>""Triq id-Difiża Ċivili"",""brand""=>""Lidl"",""brand:wikidata""=>""Q151954"",""brand:wikipedia""=>""en:Lidl"",""check_date""=>""2026-03-19"",""opening_hours""=>""Su-We 07:00-21:00; Th,Fr 07:00-22:00; Sa 07:00-18:00""",Il-Mosta,Yes,Shopping,polygon
53635,,"470161938",,,,,,,,,,,,,,garden,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53636,,"470161939",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53637,,"470161944",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53642,,"470166452",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53645,,"473318369",PAMA Shopping Village,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""capacity""=>""1500"",""fee""=>""yes"",""park_ride""=>""no"",""parking""=>""surface""",Il-Mosta,Yes,Others,polygon
53650,,"481964657",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53651,,"481964658",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53652,,"481964659",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53653,,"481964660",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53654,,"481964661",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53655,,"481964662",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53656,,"481964663",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53657,,"481964664",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53658,,"481964665",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53659,,"481964666",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53660,,"481964667",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53661,,"481964668",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53662,,"481965187",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53663,,"481965189",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53664,,"481965192",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53665,,"481965195",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53666,,"481965198",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53667,,"481965200",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53668,,"481965202",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53669,,"481965204",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53670,,"481965207",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53671,,"481965209",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53672,,"481965211",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53673,,"481965214",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53674,,"481965217",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53675,,"481965220",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53676,,"481966093",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53677,,"481966094",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53678,,"481966095",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53679,,"481966096",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53680,,"481966097",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53687,,"486101148",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""street_side""",Il-Mosta,Yes,Others,polygon
53692,,"486101157",Ġnien Victor Calvagna,,,,,,,,,,,,,park,,,,,,,,,"""name:en""=>""Victor Calvagna Garden"",""name:etymology:wikidata""=>""Q137208705"",""name:mt""=>""Ġnien Victor Calvagna"",""operator""=>""Il-Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Il-Mosta,Yes,Recreation,polygon
53694,,"503500013",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53695,,"503500016",Dar Madonna Tal-Isperanza,,,social_facility,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19"",""name:en""=>""Mosta Home for the Elderly"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242"",""social_facility""=>""nursing_home"",""social_facility:for""=>""senior""",Il-Mosta,Yes,Personal Errands,polygon
53708,,"518541352",Speranza Valley,,,,,,,,,,,,,park,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53709,,"518541354",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53710,,"531621298",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53712,,"531621302",Casa Arkati,,,social_facility,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19"",""social_facility""=>""nursing_home"",""social_facility:for""=>""senior""",Il-Mosta,Yes,Personal Errands,polygon
53718,,"542093526",Bażilika ta' Santa Marija,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""addr:floor""=>""0"",""addr:street""=>""Pjazza Rotunda"",""air_conditioning""=>""no"",""alt_name""=>""Il-Knisja tal-Mosta;Ir-Rotunda tal-Mosta"",""alt_name:en""=>""Mosta Dome;Rotunda of Mosta"",""alt_name:es""=>""Rotonda de Mosta"",""alt_name:fr""=>""Rotonde de Mosta"",""alt_name:it""=>""Rotonda di Mosta"",""alt_name:mt""=>""Il-Knisja tal-Mosta;Ir-Rotunda tal-Mosta"",""alt_name:pl""=>""Rotunda w Moście"",""basilica""=>""minor"",""check_date""=>""2025-09-21"",""denomination""=>""roman_catholic"",""flickr""=>""https://www.flickr.com/photos/33766294@N03/20243642508"",""height""=>""40"",""image""=>""https://photos.app.goo.gl/TyyVtVWi6YtLztBj6"",""internet_access""=>""no"",""level""=>""0"",""name:en""=>""Basilica of Saint Mary"",""name:es""=>""Santuario de Santa María"",""name:fr""=>""Sanctuaire Sainte-Marie-de-l'Assomption de Mosta"",""name:mt""=>""Bażilika ta' Santa Marija"",""polling_station""=>""no"",""religion""=>""christian"",""roof:height""=>""15"",""roof:shape""=>""dome"",""short_name""=>""Ir-Rotunda"",""start_date""=>""1833-05-30"",""website""=>""https://mostachurch.com/?lang=en#xelter-knisja"",""wheelchair""=>""limited"",""wikidata""=>""Q153816"",""wikimedia_commons""=>""Category:Rotunda of St. Marija Assunta"",""wikipedia""=>""en:Rotunda of Mosta""",Il-Mosta,Yes,Recreation,polygon
53731,,"554854869",JW.ORG,,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:postcode""=>""MST 4486"",""addr:street""=>""Triq Il-Waqqafa"",""alt_name""=>""JW.ORG"",""alt_name:mt""=>""Sala tas-Saltna tax-Xhieda ta Gehova"",""check_date""=>""2025-08-26"",""denomination""=>""jehovahs_witness"",""name:ar""=>""قاعة المملكة لشهود يهوه"",""name:bg""=>""Зала на Царството на Свидетелите на Йехова"",""name:de""=>""Königreichssaal der Zeugen Jehovas"",""name:en""=>""Kingdom Hall of Jehovah's Witnesses"",""name:es""=>""Salón del Reino de los Testigos de Jehová"",""name:fr""=>""Salle du Royaume des Témoins de Jéhovah"",""name:it""=>""Sala del Regno dei Testimoni di Geova"",""name:mt""=>""Sala tas-Saltna tax-Xhieda taʼ Ġeħova"",""name:pt""=>""Salão do Reino das Testemunhas de Jeová"",""name:ro""=>""Sala Regatului a Martorilor lui Iehova"",""name:ru""=>""Зал Царства Свидетелей Иеговы"",""name:uk""=>""Зал Царства Свідків Єгови"",""name:zh""=>""耶和華見證人王國殿堂"",""religion""=>""christian"",""website""=>""https://www.jw.org/""",Il-Mosta,Yes,Recreation,polygon
53733,,"558731621",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53750,,"570508739",,,,,,,,commercial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
53803,,"653049688",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53806,,"655924636",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53807,,"655924637",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53808,,"655924641",,,,,,,,,,,,,,track,,,,,,,running,,,Il-Mosta,Yes,Recreation,polygon
53809,,"655924642",,,,,,,,,,,,,,pitch,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53812,,"656161079",Ċentru Pastorali Sant' Andrija,,,community_centre,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:street""=>""Triq Il-Kostituzzjoni"",""check_date""=>""2026-03-19"",""community_centre""=>""religious"",""denomination""=>""roman_catholic"",""name:en""=>""Saint Andrew Pastoral Centre"",""name:mt""=>""Ċentru Pastorali Sant' Andrija"",""religion""=>""christian""",Il-Mosta,Yes,Personal Errands,polygon
53814,,"668824115",RS2 Software,,,,,,,office,,,,,,,,,,financial,,,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:housenumber""=>""166"",""addr:street""=>""Triq il-Fortizza"",""building:levels""=>""3"",""building:levels:underground""=>""1"",""building:use""=>""office"",""check_date""=>""2026-03-19"",""contact:facebook""=>""https://www.facebook.com/RS2team"",""contact:twitter""=>""https://twitter.com/RS2Software"",""contact:youtube""=>""https://www.youtube.com/channel/UCekbZEMHsWAp0OnF5XDWb_g"",""email""=>""info@rs2.com"",""fax""=>""+356 2134 3001"",""max_level""=>""3"",""min_level""=>""-1"",""phone""=>""+356 2134 5857"",""roof:levels""=>""1"",""roof:shape""=>""flat"",""website""=>""https://www.rs2.com""",Il-Mosta,Yes,Commuting to work,polygon
53815,,"668824116",,,,,,,,,,,,,,pitch,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53816,,"668824117",,,,,,,,,,,,,,pitch,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53817,,"671217820",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53818,,"671217821",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Il-Mosta,Yes,Recreation,polygon
53825,,"673839327",Il-Knisja Ta' Mlit,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:street""=>""Triq iċ-Ċinju"",""check_date""=>""2025-09-21"",""denomination""=>""roman_catholic"",""name:en""=>""Ta' Mlit Church"",""name:mt""=>""Il-Knisja Ta' Mlit"",""religion""=>""christian""",Il-Mosta,Yes,Recreation,polygon
53826,,"682933787",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53828,,"686026980",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53830,,"686026984",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53831,,"697315742",Ir-Razzett tal-Markiż Mallia Tabone,,,community_centre,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""operator""=>""Għaqda Filantropika Talent Mosti""",Il-Mosta,Yes,Personal Errands,polygon
53834,,"697603130",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53835,,"697603131",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53837,,"697603134",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53848,,"715360443",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53852,,"728686552",Homemate,,,,,,,yes,,,,,,,,,,,,houseware,,,"""check_date""=>""2026-03-19""",Il-Mosta,Yes,Shopping,polygon
53861,,"753327163",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""covered""=>""no"",""fee""=>""no"",""opening_hours""=>""24/7"",""parking""=>""street_side"",""surface""=>""asphalt""",Il-Mosta,Yes,Others,polygon
53866,,"761649833",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53867,,"761649834",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53870,,"762990069",,,,parking,,,,,,,,,,,,,,,,,,,,Il-Mosta,Yes,Others,polygon
53873,,"771213001",Ġnien l-Għarusa tal-Mosta,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes""",Il-Mosta,Yes,Recreation,polygon
53887,,"794315857",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53889,,"798753365",Ċentru Ċiviku tal-Mosta,,,townhall,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2025-08-26"",""internet_access""=>""wlan"",""name:en""=>""Mosta Civic Centre"",""name:mt""=>""Ċentru Ċiviku tal-Mosta"",""townhall:type""=>""town""",Il-Mosta,Yes,Personal Errands,polygon
53892,,"822126059",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
53895,,"860384487",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""park_ride""=>""no"",""parking""=>""surface"",""smoothness""=>""excellent"",""surface""=>""asphalt""",Il-Mosta,Yes,Others,polygon
53896,,"860384488",The Auto Centre,,,car_wash,,,,yes,,,,,,,,,,,,,,,"""automated""=>""no"",""check_date""=>""2026-03-19"",""contact:facebook""=>""https://www.facebook.com/theautocentremosta/"",""opening_hours""=>""24/7"",""self_service""=>""yes""",Il-Mosta,Yes,Others,polygon
53897,,"886791080",Victoria Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mosta"",""addr:country""=>""MT"",""addr:street""=>""Triq Valletta""",Il-Mosta,Yes,Commuting to work,polygon
53903,,"910086836",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53904,,"910086837",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53917,,"916316590",,,,,,,,,,,,,,garden,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53918,,"916316591",,,,,,,,,,,ruins,,,,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53930,,"928313563",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Il-Mosta,Yes,Recreation,polygon
53931,,"930935019",,,,,,,,industrial,,,,,,,,,,,,,,,,Il-Mosta,Yes,Commuting to work,polygon
53939,,"971386863",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Il-Mosta,Yes,Others,polygon
53941,,"980743077",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
53946,,"980743082",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""2""",Il-Mosta,Yes,Shopping,polygon
53948,,"980743084",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
53955,,"980743091",Fuel & Co.,,,cafe,,,,yes,,,,,,,,,,,,,,,"""building:levels""=>""3"",""check_date""=>""2026-03-19""",Il-Mosta,Yes,Recreation,polygon
53963,,"980743101",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
53965,,"980743103",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
53966,,"980743105",Fil-Pjazza,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19""",Il-Mosta,Yes,Recreation,polygon
53967,,"980743106",,,,,,,,retail,,,,,,,,,,,,,,,"""building:levels""=>""3""",Il-Mosta,Yes,Shopping,polygon
53970,,"980743109",APS Bank,,,bank,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2026-03-19""",Il-Mosta,Yes,Personal Errands,polygon
