fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od,feature_source
23275,"3476199855",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23278,"7345903706",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23279,"9089046416",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23281,"10262993338",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",In-Naxxar,Personal Errands,Yes,point
23282,"6130572069",,,,,,,,,"""amenity""=>""telephone"",""covered""=>""yes""",In-Naxxar,Personal Errands,Yes,point
23289,"6130572070",,,,,,,,,"""historic""=>""memorial""",In-Naxxar,Recreation,Yes,point
23291,"9707633811",It-Torri tal-Kaptan,,,,,,,,"""historic""=>""memorial"",""inscription""=>""THIS TOWER WAS ERECTED
DURING THE GRANDMASTERSHIP OF
FR. JEAN PARISOT DE LE VALLETTE
1557-1568"",""memorial""=>""plaque"",""openplaques:id""=>""56979""",In-Naxxar,Recreation,Yes,point
23293,"4104222294",,yes,,,,,,,,In-Naxxar,Others,Yes,point
23296,"11027188131",,,,,,,,,"""historic""=>""memorial""",In-Naxxar,Recreation,Yes,point
23299,"7255762684",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23303,"9357872338",Monolith Buttess,,,,,,,,"""climbing""=>""route"",""sport""=>""climbing""",In-Naxxar,Others,Yes,point
23305,"9357872840",The Wave,,,,,,,,"""climbing""=>""route"",""sport""=>""climbing""",In-Naxxar,Others,Yes,point
23306,"12025128036",Centre roundabout from PAMAPSERVER,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23307,"12025138583",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23309,"12606430443",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23311,"12643180340",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23312,"12756718477",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23314,"13056166511",Blind Cave,,,,,,,,"""climbing""=>""route"",""sport""=>""climbing""",In-Naxxar,Others,Yes,point
23315,"13144137871",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23316,"13144137872",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23317,"13329903059",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23322,"13684963986",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23323,"4545094046",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23324,"6827112817",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23325,"2503093347",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23327,"5788836682",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23328,"8838626971",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23330,"2498251654",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23332,"9355815413",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23333,"10280473027",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23334,"3533339302",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23335,"10280473028",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23336,"2498251732",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23337,"10280473029",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23338,"3533339255",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23339,"3533339219",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23340,"10280473030",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23341,"3533339037",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23342,"3533339270",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23343,"3533339284",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23344,"3533339041",Il-Widna,,,,,,,,"""historic""=>""archaeological_site""",In-Naxxar,Recreation,Yes,point
23345,"3533339263",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23346,"10280473023",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23347,"10280473022",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23348,"10280473024",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23349,"10280473025",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23350,"10280473021",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23351,"10280473026",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23352,"3533339044",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23353,"2095104334",,,,,,,,tower,,In-Naxxar,Others,Yes,point
23354,"10280473019",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23355,"3533339224",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23356,"10280473020",,,,,,,,antenna,,In-Naxxar,Others,Yes,point
23360,"12593609602",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23361,"13180363230",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23362,"13188218658",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23363,"13286748408",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23378,"4339070695",Brass and Knuckle,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Triq l-Oratorju"",""check_date""=>""2026-03-19"",""shop""=>""butcher"",""website""=>""https://www.brassandknuckle.com/""",In-Naxxar,Shopping,Yes,point
23379,"385129960",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""yes""",In-Naxxar,Others,Yes,point
23384,"385132576",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23386,"385131026",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""yes""",In-Naxxar,Others,Yes,point
23390,"3572362876",Melita,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""telecommunication""",In-Naxxar,Shopping,Yes,point
23391,"385131014",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""yes""",In-Naxxar,Others,Yes,point
23393,"767819773",Welbees,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:country""=>""MT"",""addr:street""=>""Triq il-Parroċċa"",""check_date""=>""2026-03-19"",""opening_hours""=>""Mo-Th,Sa 07:30-20:00; Fr 07:30-21:00; Su 09:00-17:00"",""shop""=>""supermarket""",In-Naxxar,Shopping,Yes,point
23394,"1572428319",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23395,"1572428354",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23398,"5013888022",,,,,,,,,"""addr:street""=>""San Pawl"",""internet_access""=>""wlan"",""shop""=>""supermarket""",In-Naxxar,Shopping,Yes,point
23399,"4096755403",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23400,"9357854476",Crucifix Cave,,,,,,,,"""climbing""=>""route"",""sport""=>""climbing""",In-Naxxar,Others,Yes,point
23402,"4883922141",Ta’ Ħammud Dolmen,,,,,,,,"""historic""=>""archaeological_site"",""wikidata""=>""Q18028415"",""wikipedia""=>""de:Ta’ Ħammud Dolmen""",In-Naxxar,Recreation,Yes,point
23403,"1544078386",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23404,"4086454400",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23408,"7222642691",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23409,"5465517514",,,,,,,,,"""noexit""=>""yes""",In-Naxxar,Others,Yes,point
23410,"1523469349",,,,,,,,,"""noexit""=>""yes""",In-Naxxar,Others,Yes,point
23411,"246471171",,,,,,,,,"""noexit""=>""yes""",In-Naxxar,Others,Yes,point
23413,"1544078237",,,,,,,,,"""noexit""=>""yes""",In-Naxxar,Others,Yes,point
23414,"10576188241",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23418,"10690047043",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23419,"11346019352",,,,,,,,,"""noexit""=>""yes""",In-Naxxar,Others,Yes,point
23422,"12032771322",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23423,"12451318147",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23424,"12593609691",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23425,"12597929427",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23426,"12597929472",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23427,"12597938489",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23428,"12597964682",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23429,"10910783934",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23430,"12640704219",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23431,"13633344666",,yes,,,,,,,"""check_date""=>""2026-03-08"",""description""=>""waste""",In-Naxxar,Others,Yes,point
23440,"10296438057",Villa A1,,,,,,,,,In-Naxxar,Others,Yes,point
23459,"12312461292",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23460,"12597938446",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23461,"13165550271",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23462,"4096755436",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23468,"2803604283",Tony's,,,,,,,,"""amenity""=>""ice_cream"",""check_date""=>""2025-09-21""",In-Naxxar,Recreation,Yes,point
23471,"9913811783",,,,,,,,,"""natural""=>""beach""",In-Naxxar,Recreation,Yes,point
23474,"6642869741",Atlam Sub Aqua Club,,,,,,,,"""club""=>""sport"",""mobile""=>""+356 9949 9101"",""website""=>""http://www.atlam.org/""",In-Naxxar,Others,Yes,point
23479,"2817489740",,,,,,,,,"""tourism""=>""viewpoint""",In-Naxxar,Recreation,Yes,point
23481,"2817489738",,,,,,,,,"""amenity""=>""toilets"",""check_date""=>""2025-09-21""",In-Naxxar,Personal Errands,Yes,point
23482,"5997458285",Mediterraneo Marine Park,,,,,,,,"""addr:postcode""=>""NXR 9030"",""addr:street""=>""Triq Il-Kosta"",""contact:facebook""=>""MediterraneoMarinePark"",""email""=>""info@mediterraneo.mt"",""opening_hours""=>""Mo-Su 09:30-19:00"",""phone""=>""+356 21372218"",""tourism""=>""attraction"",""website""=>""https://www.mediterraneo.mt/the-park"",""wikidata""=>""Q2506733"",""wikimedia_commons""=>""Category:Mediterraneo Marine Park""",In-Naxxar,Recreation,Yes,point
23483,"11420865657",Paparazzi,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-21""",In-Naxxar,Recreation,Yes,point
23484,"12455481908",Las Palmas Gourmet Beach Bar,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-21"",""contact:facebook""=>""https://www.facebook.com/profile.php?id=61558089806609"",""contact:phone""=>""+356 7900 2595""",In-Naxxar,Recreation,Yes,point
23488,"9913788653",,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-21""",In-Naxxar,Recreation,Yes,point
23496,"10685310689",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23515,"10683734870",,gate,,,,,,,"""access""=>""private"",""locked""=>""yes""",In-Naxxar,Others,Yes,point
23519,"10685339822",,gate,,,,,,,"""access""=>""private"",""locked""=>""yes""",In-Naxxar,Others,Yes,point
23521,"10685401434",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23523,"12121507187",Water slides,,,,,,,,,In-Naxxar,Others,Yes,point
23524,"2423844140",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23530,"2423844115",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23532,"9077274152",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23537,"2337992992",,gate,,,,,,,"""locked""=>""yes"",""vehicle""=>""private""",In-Naxxar,Others,Yes,point
23541,"8610744529",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23543,"2916175996",Subaru Malta,,,,,,,,"""addr:city""=>""Ħal Lija"",""addr:country""=>""MT"",""addr:housename""=>""Lia Buildings"",""addr:postcode""=>""LJA 9012"",""addr:street""=>""Triq Il-Mosta"",""brand""=>""Subaru"",""brand:wikidata""=>""Q172741"",""check_date""=>""2025-09-24"",""opening_hours""=>""07:30-18:00"",""phone""=>""+356 2141 8111"",""shop""=>""car"",""website""=>""https://subaru.com.mt/""",In-Naxxar,Shopping,Yes,point
23544,"12948857642",JYSK,,,,,,,,"""check_date""=>""2025-09-24"",""shop""=>""furniture""",In-Naxxar,Shopping,Yes,point
23545,"13144105301",Dino’s Motors,,,,,,,,"""addr:street""=>""Triq il-Mosta"",""check_date""=>""2025-09-24"",""contact:facebook""=>""dinosmotors"",""email""=>""info@dinosmotors.com"",""opening_hours""=>""Mo-Fr 08:00-18:00; Sa 08:00-12:30"",""phone""=>""+356 21485301"",""shop""=>""car""",In-Naxxar,Shopping,Yes,point
23546,"13167029148",Nubis Centre,,,,,,,,"""addr:street""=>""Triq Il-Mosta"",""building""=>""office"",""building:levels""=>""4""",In-Naxxar,Commuting to work,Yes,point
23547,"4951327285",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23548,"13070277601",Blokrete,,,,,,,,"""addr:housename""=>""Blokrete Business Offices"",""addr:street""=>""Triq il-Mosta"",""check_date""=>""2025-09-24"",""company""=>""construction"",""office""=>""company"",""opening_hours""=>""Mo-Fr 06:00-16:00; Sa 06:00-15:00"",""phone""=>""+356  2143 3953"",""website""=>""https://www.blokrete.com.mt""",In-Naxxar,Commuting to work,Yes,point
23549,"9868618623",S&S Bathrooms,,,,,,,,"""addr:city""=>""Ħal Lija"",""addr:country""=>""MT"",""addr:housenumber""=>""S&S Bathrooms"",""addr:postcode""=>""LJA 9012"",""addr:street""=>""Triq Il-Mosta"",""check_date""=>""2025-10-10"",""disused:shop""=>""bathroom_furnishing"",""phone""=>""+35621412222"",""website""=>""https://www.ssbathrooms.com/""",In-Naxxar,Others,Yes,point
23550,"13235996455",PandA Clinic,,,,,,,,"""amenity""=>""clinic"",""check_date""=>""2026-03-19"",""healthcare""=>""clinic""",In-Naxxar,Medical Purpose,Yes,point
23551,"13235996456",Simon Estates,,,,,,,,"""check_date""=>""2026-03-19"",""office""=>""estate_agent""",In-Naxxar,Commuting to work,Yes,point
23552,"13235996457",Belair Property,,,,,,,,"""check_date""=>""2026-03-19"",""office""=>""estate_agent""",In-Naxxar,Commuting to work,Yes,point
23553,"13234062342",ERA Real Estate,,,,,,,,"""check_date""=>""2026-03-19"",""office""=>""estate_agent""",In-Naxxar,Commuting to work,Yes,point
23554,"13235996459",Simon Autoelectrician,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""car_repair""",In-Naxxar,Shopping,Yes,point
23555,"13235996446",Zartera,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""interior_decoration""",In-Naxxar,Shopping,Yes,point
23556,"13235996460",Cathedral Optical,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""optician""",In-Naxxar,Shopping,Yes,point
23561,"13234062341",Balance Wellness,,,,,,,,"""check_date""=>""2026-03-19"",""leisure""=>""fitness_centre""",In-Naxxar,Recreation,Yes,point
23562,"13235996461",Roots,,,,,,,,"""check_date""=>""2026-03-19"",""office""=>""company""",In-Naxxar,Commuting to work,Yes,point
23563,"13234062340",,,,,,,,,"""check_date""=>""2026-03-19"",""second_hand""=>""only"",""shop""=>""car""",In-Naxxar,Shopping,Yes,point
23564,"9985125017",The Village Boutique and Spa Naxxar,,,,,,,,"""addr:housenumber""=>""1"",""addr:postcode""=>""NXR 1950"",""addr:street""=>""Triq Giuseppe Stivala"",""contact:facebook""=>""thevillagehotelnaxxar"",""contact:instagram""=>""the_village_hotel_and_spa"",""email""=>""info@villagehotelmalta.com"",""internet_access""=>""wlan"",""name:en""=>""The Village Boutique and Spa"",""phone""=>""+356 2798 8357"",""tourism""=>""hotel"",""website""=>""https://www.villagehotelmalta.com/""",In-Naxxar,Recreation,Yes,point
23565,"13235996462",,,,,,,,,"""addr:housenumber""=>""128""",In-Naxxar,Others,Yes,point
23566,"13235996463",Slinky and Co,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""clothes""",In-Naxxar,Shopping,Yes,point
23567,"13235996464",Ayurveda,,,,,,,,"""check_date""=>""2026-03-19"",""organic""=>""only"",""shop""=>""supermarket""",In-Naxxar,Shopping,Yes,point
23568,"13235996465",Kingsman,,,,,,,,"""check_date""=>""2026-03-19"",""hairdresser""=>""barber"",""shop""=>""hairdresser""",In-Naxxar,Shopping,Yes,point
23569,"9077391293",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23570,"13338293535",Consulate of Bosnia and Herzegovina,,,,,,,,"""addr:city""=>""Ħal Lija"",""addr:housename""=>""Blokrete Business Offices"",""addr:street""=>""Triq il-Mosta"",""consulate""=>""yes"",""country""=>""BH"",""diplomatic""=>""consulate"",""email""=>""cuniculus.j@gmail.com"",""office""=>""diplomatic"",""phone""=>""+356 2148 4735"",""target""=>""MT""",In-Naxxar,Commuting to work,Yes,point
23582,"12948857640",Appliance Hub,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""appliance""",In-Naxxar,Shopping,Yes,point
23583,"13207369099",George and Rocco,,,,,,,,"""check_date""=>""2026-03-19"",""second_hand""=>""yes"",""shop""=>""car""",In-Naxxar,Shopping,Yes,point
23584,"13234062346",MAPFRE Vehicle Insurance Centre,,,,,,,,"""brand""=>""Mapfre"",""brand:wikidata""=>""Q544532"",""check_date""=>""2026-03-19"",""office""=>""insurance""",In-Naxxar,Commuting to work,Yes,point
23588,"12621340680",White's Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2026-03-19"",""healthcare""=>""pharmacy""",In-Naxxar,Medical Purpose,Yes,point
23591,"12948857641",S&S Bathrooms Warehouse,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""bathroom_furnishing""",In-Naxxar,Shopping,Yes,point
23601,"4674495365",Yue,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:country""=>""MT"",""addr:floor""=>""1"",""addr:postcode""=>""NXR9027"",""addr:street""=>""Labour Avenue"",""check_date""=>""2026-03-19"",""leisure""=>""fitness_centre"",""level""=>""1"",""opening_hours""=>""Mo-Fr 05:30-22:00"",""phone""=>""+356 2258 9800"",""sport""=>""fitness"",""toilets:wheelchair""=>""no"",""website""=>""https://yuemalta.com/"",""wheelchair""=>""yes""",In-Naxxar,Recreation,Yes,point
23602,"13207454201",Ventur Motors,,,,,,,,"""check_date""=>""2026-03-19"",""second_hand""=>""only"",""shop""=>""car""",In-Naxxar,Shopping,Yes,point
23603,"13234062344",Yue,,,,,,,,"""addr:floor""=>""0"",""amenity""=>""restaurant"",""check_date""=>""2026-03-19"",""level""=>""0""",In-Naxxar,Recreation,Yes,point
23604,"13234062345",Aretrop,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""yes""",In-Naxxar,Shopping,Yes,point
23605,"13234062347",Lawrence Fenech,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""bathroom_furnishing""",In-Naxxar,Shopping,Yes,point
23606,"13338293488",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23611,"12193935678",,,,,,,,,"""access""=>""yes"",""leisure""=>""playground""",In-Naxxar,Recreation,Yes,point
23613,"12193935628",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23617,"11025406704",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",In-Naxxar,Personal Errands,Yes,point
23623,"13234062335",Chubbz Burger Bar,,,,,,,,"""amenity""=>""fast_food"",""check_date""=>""2026-03-19"",""cuisine""=>""burger""",In-Naxxar,Recreation,Yes,point
23626,"7878508293",Mafkar lit-Tarbija mhux Imwielda,,,,,,,,"""artwork_type""=>""statue"",""name:en""=>""Pro-life Monument"",""name:mt""=>""Mafkar lit-Tarbija mhux Imwielda"",""start_date""=>""2006-03-25"",""tourism""=>""artwork"",""wikimedia_commons""=>""File:Pro-life_monument_between_Mosta_and_Naxxar_Malta,_Monument_for_the_unborn_child.jpeg""",In-Naxxar,Recreation,Yes,point
23630,"9413936616",Apollo Tyre and Battery Service,,,,,,,,"""check_date""=>""2026-03-19"",""phone""=>""+356 2141 0665"",""shop""=>""tyres""",In-Naxxar,Shopping,Yes,point
23633,"12270643098",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23634,"13338293552",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23635,"8610744536",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23636,"8610744522",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23638,"10674046605",,,,,,,,,"""direction""=>""180"",""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",In-Naxxar,Others,Yes,point
23641,"8610744531",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23642,"246479766",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23643,"8978480884",The Mill Gastro Pub,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:country""=>""MT"",""addr:street""=>""Triq Leli Falzon"",""amenity""=>""restaurant"",""contact:facebook""=>""https://www.facebook.com/themillgastropub/"",""email""=>""themill.gastropub@gmail.com"",""opening_hours""=>""Mo-Fr 11:00-15:00,18:30-22:30; Sa 11:00-22:30; Su 18:00-22:30"",""phone""=>""+35627181850""",In-Naxxar,Recreation,Yes,point
23644,"12030927365",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23645,"12030927323",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23646,"6128265075",Hilltop Gardens,,,,,,,,"""amenity""=>""social_facility"",""building""=>""yes"",""social_facility""=>""assisted_living"",""social_facility:for""=>""senior""",In-Naxxar,Personal Errands,Yes,point
23647,"6128265074",Hilltop Gardens Clinical Centre,,,,,,,,"""amenity""=>""clinic"",""healthcare""=>""clinic""",In-Naxxar,Medical Purpose,Yes,point
23648,"6128265076",,lift_gate,,,,,,,,In-Naxxar,Others,Yes,point
23653,"12031693340",Cheese and Cuts,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-08-26""",In-Naxxar,Recreation,Yes,point
23654,"3585729875",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23655,"7038830325",Victory Butcher,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""butcher""",In-Naxxar,Shopping,Yes,point
23656,"13137725285",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23657,"6128264854",Master Cellar,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""wine""",In-Naxxar,Shopping,Yes,point
23658,"10914202153",Tip Top,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""sports""",In-Naxxar,Shopping,Yes,point
23659,"7038801583",Mapfre Middlesea,,,,,,,,"""brand""=>""Mapfre"",""brand:wikidata""=>""Q544532"",""check_date""=>""2026-03-19"",""office""=>""insurance""",In-Naxxar,Commuting to work,Yes,point
23660,"7038834221",Motionblur,,,,,,,,"""check_date""=>""2025-10-16"",""mapillary""=>""191885872653496"",""shop""=>""photo""",In-Naxxar,Shopping,Yes,point
23661,"13235996480",So Blonde Hair Boutique,,,,,,,,"""check_date""=>""2025-10-16"",""shop""=>""hairdresser""",In-Naxxar,Shopping,Yes,point
23663,"13646987802",Mannarinu's Brunch Bar,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2026-03-14"",""website""=>""http://mannarinu.com""",In-Naxxar,Recreation,Yes,point
23667,"5244173698",Reeds,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2026-03-19"",""healthcare""=>""pharmacy""",In-Naxxar,Medical Purpose,Yes,point
23668,"5244173697",Maypole Confectionery,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:country""=>""MT"",""addr:street""=>""Vial Il-21 Settembru"",""check_date""=>""2026-03-19"",""contact:facebook""=>""https://www.facebook.com/maypolemalta/"",""contact:youtube""=>""https://www.youtube.com/channel/UCQkkFvB7Kj2swABvm6t_DwQ"",""email""=>""info@maypole.com.mt"",""opening_hours""=>""06:00-21:00"",""operator""=>""Maypole Group"",""phone""=>""+35622581558"",""shop""=>""convenience"",""website""=>""https://www.maypole.com.mt/""",In-Naxxar,Shopping,Yes,point
23671,"5244173699",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""plaque""",In-Naxxar,Recreation,Yes,point
23672,"12886060192",Richie's Ironmongery,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:housenumber""=>""222-224"",""addr:postcode""=>""NXR 1012"",""addr:street""=>""Vjal il-Wieħed u Għoxrin ta' Settembru"",""air_conditioning""=>""yes"",""check_date""=>""2026-03-19"",""email""=>""rironmongery@onvol.net"",""mobile""=>""+356 9949 9496"",""opening_hours""=>""Mo-Fr 06:00-18:40"",""phone""=>""+356 2742 2892"",""shop""=>""hardware"",""website""=>""https://www.richiesironmongerymalta.com""",In-Naxxar,Shopping,Yes,point
23680,"7038937502",Remax,,,,,,,,"""brand""=>""RE/MAX"",""brand:wikidata""=>""Q965845"",""check_date""=>""2026-03-19"",""office""=>""estate_agent""",In-Naxxar,Commuting to work,Yes,point
23681,"7038826392",X Automobiles,,,,,,,,"""addr:housenumber""=>""58"",""addr:street""=>""Vjal il-21 ta' Settembru"",""check_date""=>""2026-03-19"",""mapillary""=>""461790441716373"",""shop""=>""car""",In-Naxxar,Shopping,Yes,point
23682,"12886060193",Ray's Auto Mechanic,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:street""=>""Triq il-Mosta"",""check_date""=>""2026-03-19"",""service:vehicle:alignment""=>""yes"",""service:vehicle:body_repair""=>""yes"",""service:vehicle:brakes""=>""yes"",""service:vehicle:car_repair""=>""yes"",""service:vehicle:diagnostics""=>""yes"",""service:vehicle:inspection""=>""yes"",""service:vehicle:oil_change""=>""yes"",""service:vehicle:tyres""=>""yes"",""service:vehicle:wheels""=>""yes"",""shop""=>""car_repair""",In-Naxxar,Shopping,Yes,point
23686,"5244181330",,gate,,,,,,,,In-Naxxar,Others,Yes,point
23695,"12722048370",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23697,"12911246729",The Old Charm,,,,,,,,"""addr:city""=>""In-Naxxar"",""addr:postcode""=>""NXR 1560"",""addr:street""=>""Triq Santa Luċija, Sqaq Numru 6"",""amenity""=>""restaurant"",""check_date""=>""2026-03-19"",""contact:facebook""=>""https://www.facebook.com/theoldcharm/"",""cuisine""=>""indian"",""email""=>""theoldcharmnaxxar@hotmail.com"",""mobile""=>""+356 7750 3087"",""opening_hours""=>""Tu-Th 19:00-23:00; Fr-Sa 19:00-23:30; Su 19:00-22:30"",""payment:cash""=>""yes"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""wheelchair""=>""limited""",In-Naxxar,Recreation,Yes,point
23698,"13045114996",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23699,"13086290070",Brothers' Confectionery,,,,,,,,"""check_date""=>""2026-03-19"",""opening_hours""=>""24/7"",""shop""=>""convenience""",In-Naxxar,Shopping,Yes,point
23700,"13545473971",,,,,,,,survey_point,,In-Naxxar,Others,Yes,point
23704,"3572362880",Pizza Planet,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2026-03-19"",""cuisine""=>""pizza""",In-Naxxar,Recreation,Yes,point
23705,"7214796686",KAIZEN Thai and Sushi,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Triq iz-Zenqa"",""amenity""=>""cafe"",""check_date""=>""2026-03-19"",""cuisine""=>""thai"",""opening_hours""=>""Mo off; Tu-Fr 11:00-22:00; Sa-Su 12:00-22:00"",""payment:cash""=>""yes"",""payment:credit_cards""=>""yes"",""wheelchair""=>""yes""",In-Naxxar,Recreation,Yes,point
23706,"3572362879",Dylan's House of Candy,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""confectionery""",In-Naxxar,Shopping,Yes,point
23707,"7782786685",Heir and Loom,,,,,,,,"""check_date""=>""2026-03-19"",""shop""=>""jewelry""",In-Naxxar,Shopping,Yes,point
