fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category
295,"11418685531",,,,,,,,,"""natural""=>""tree""",Il-Birgu,Others
296,"2269132870",Bieb is-Sultan,,,,,,,,"""alt_name""=>""Notre Dame Gate"",""designation""=>""17th century gate house"",""historic""=>""monument"",""name:pl""=>""Brama Notre Dame"",""wikidata""=>""Q26965384"",""wikimedia_commons""=>""Category:Notre Dame Gate (Cottonera Lines)"",""wikipedia""=>""en:Notre Dame Gate""",Il-Birgu,Others
297,"4599296180",Is-Sur ta San Gakbu,,,,,,locality,,,Il-Birgu,Others
299,"13269843656",,,,,,,,survey_point,,Il-Birgu,Others
300,"13299209893",,,,,,,,survey_point,,Il-Birgu,Others
301,"7074442886",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
303,"11578529698",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
304,"5034691354",Tas-Sliema - Xerri,,bus_stop,"2685",,,,,"""bench""=>""yes"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
305,"11578495997",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
309,"2888760109",Tas-Sliema - Xerri,,bus_stop,"6328",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
311,"9788277564",,,,,,,,,"""amenity""=>""bicycle_parking""",Tas-Sliema,Others
313,"11578493786",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
314,"11578638374",,,,,,,,,"""addr:housenumber""=>""25"",""addr:street""=>""Triq Robert Arrigo""",Tas-Sliema,Others
320,"11578628131",,,,,,,,,"""addr:housenumber""=>""26-27"",""addr:street""=>""Triq Robert Arrigo""",Tas-Sliema,Others
327,"3344204819","Med Asia;medAsia",,,,,,,,"""amenity""=>""bar;restaurant"",""cuisine""=>""indian""",Tas-Sliema,Others
329,"5034691350",Tas-Sliema - Trofimu,,bus_stop,"6135",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
331,"1657799943",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
332,"301487637",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
341,"6484114392",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""cycleway:crossing:markings""=>""no"",""footway:crossing:markings""=>""zebra"",""tactile_paving""=>""no"",""traffic_signals:arrow""=>""no"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
342,"6484114393",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""cycleway:crossing:markings""=>""no"",""footway:crossing:markings""=>""zebra"",""tactile_paving""=>""no"",""traffic_signals:arrow""=>""no"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
343,"6593148014",The Brew,,,,,,,,"""addr:street""=>""The Strand"",""amenity""=>""pub;bar""",Tas-Sliema,Others
350,"10050023921",Knisja tal-Qalb Imqaddsa ta' Marija,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:street""=>""Triq San Trofimu"",""amenity""=>""place_of_worship"",""check_date""=>""2025-06-27"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Tas-Sliema,Others
352,"11578490322",,,,,,,,,"""amenity""=>""bicycle_parking"",""bicycle_parking""=>""stands"",""capacity""=>""2"",""covered""=>""no""",Tas-Sliema,Others
353,"11578493785",Bad Hombre,,,,,,,,"""amenity""=>""casino""",Tas-Sliema,Others
363,"12351158982",,,crossing,,,,,,,Tas-Sliema,Others
364,"12393429960",,,,,,,,,"""amenity""=>""parking"",""parking""=>""street_side""",Tas-Sliema,Others
365,"12963976015",Casa Marija,,,,,,,,"""amenity""=>""social_facility"",""social_facility""=>""nursing_home"",""social_facility:for""=>""senior""",Tas-Sliema,Others
367,"13029822445",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""zebra""",Tas-Sliema,Others
368,"13082150026",Tas-Sliema - Agata,,bus_stop,"6383",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
369,"11578627434",,,,,,,,,"""check_date""=>""2025-08-23"",""disused:amenity""=>""charging_station"",""operator""=>""GoTo""",Tas-Sliema,Others
371,"2082556811",Tas-Sliema - Bouverie,,bus_stop,"1049",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
372,"2082556720",Tas-Sliema - Bouverie,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Tas-Sliema,Others
375,"2082556721",Tas-Sliema - Bouverie,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Tas-Sliema,Others
376,"919952569",Tas-Sliema - Bouverie,,bus_stop,"0913",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""tactile_paving""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
381,"2488705818",,,crossing,,,,,,"""crossing""=>""unmarked"",""crossing:markings""=>""no""",Tas-Sliema,Others
382,"2488705829",,,crossing,,,,,,"""crossing""=>""uncontrolled""",Tas-Sliema,Others
384,"181502586",,,crossing,,,,,,"""crossing""=>""uncontrolled""",Tas-Sliema,Others
385,"2488705874",,,crossing,,,,,,"""crossing""=>""uncontrolled""",Tas-Sliema,Others
401,"11578490323",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
402,"11578519109",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
403,"11578530497",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
405,"11578629198",,,,,,,,,"""addr:housenumber""=>""56"",""addr:street""=>""Quadrant Court""",Tas-Sliema,Others
406,"11578629866",,,,,,,,,"""addr:housenumber""=>""70/54"",""addr:street""=>""Charles Court""",Tas-Sliema,Others
407,"11578632743",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
408,"11578638470",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
416,"385268625",,,,,,,,,"""amenity""=>""parking"",""capacity""=>""450"",""fee""=>""yes"",""layer""=>""-1"",""parking""=>""underground""",Tas-Sliema,Others
420,"3615206295",Supreme Cruises: Gozo,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Tas-Sliema,Others
424,"3552226264",BOV,,,,,,,,"""amenity""=>""atm""",Tas-Sliema,Others
427,"3614984704",Hera Cruises,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station"",""website""=>""https://heracruises.com/""",Tas-Sliema,Others
431,"6080275641",,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:street""=>""Triq il-Kbira"",""amenity""=>""atm"",""brand""=>""Euronet"",""brand:wikidata""=>""Q5412010"",""check_date""=>""2025-06-26"",""operator""=>""Euronet"",""operator:wikidata""=>""Q5412010""",Tas-Sliema,Others
438,"11001477635",,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""126"",""addr:street""=>""Triq il-Kbira""",Tas-Sliema,Others
439,"11001477636",,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""131"",""addr:street""=>""Triq il-Kbira""",Tas-Sliema,Others
442,"11578529538",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
443,"11578608719",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
444,"11578628931",,,,,,,,,"""amenity""=>""charging_station"",""manufacturer""=>""efacec""",Tas-Sliema,Others
445,"11578629982",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
446,"11578637651",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
447,"11589629706",,,,,,,,,"""entrance""=>""yes""",Tas-Sliema,Others
449,"12343745055",,,crossing,,,,,,,Tas-Sliema,Others
450,"12343794308",,bollard,,,,,,,,Tas-Sliema,Others
453,"13067163930",Esports Plaza,,,,,,,,"""addr:city""=>""Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1640"",""addr:street""=>""Bisazza Street"",""amenity""=>""internet_cafe"",""contact:facebook""=>""https://www.facebook.com/EsportsPlazaMT/"",""contact:instagram""=>""https://www.instagram.com/esportsplazamt/"",""email""=>""info@plazamalta.com"",""internet_access""=>""yes"",""internet_access:fee""=>""no"",""opening_hours""=>""Mo-Th 16:00-24:00; Fr-Su 12:00-24:00; PH 16:00-24:00"",""payment:cash""=>""yes"",""payment:contactless""=>""yes"",""payment:credit_cards""=>""yes"",""payment:cryptocurrencies""=>""no"",""payment:debit_cards""=>""yes"",""payment:electronic_purses""=>""no"",""phone""=>""+35 62 134 38 32"",""service:computer""=>""yes"",""service:copy""=>""no"",""service:fax""=>""no"",""service:gaming""=>""yes"",""service:print""=>""no"",""service:scan""=>""no"",""website""=>""https://plaza-shopping.com/playing/esports-plaza/"",""wheelchair""=>""yes""",Tas-Sliema,Others
455,"11578849075",,,,,,,,,"""addr:housename""=>""Strand Towers"",""addr:housenumber""=>""36""",Tas-Sliema,Others
458,"12343749868",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
459,"12343749869",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
461,"12343749870",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
462,"5044980367",Tas-Sliema - Ferries 4,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Tas-Sliema,Others
463,"12343749872",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
465,"4245130999",Tas-Sliema - Ferries 4,,bus_stop,"2581",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
466,"12343749871",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
467,"1657800030",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
470,"5044980366",Tas-Sliema - Ferries 3,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Tas-Sliema,Others
471,"5034691353",Tas-Sliema - Ferries 3,,bus_stop,"2580",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
472,"12343749874",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
473,"2488705968",,,crossing,,,,,,"""crossing:markings""=>""yes"",""crossing:signals""=>""no""",Tas-Sliema,Others
474,"151089170",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""yes"",""traffic_signals:vibration""=>""yes""",Tas-Sliema,Others
475,"12343749873",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
477,"464028052",,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Tas-Sliema,Others
478,"12343749875",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
479,"10056853586",CELER AD HORAS SURGO,,,,,,,,"""historic""=>""memorial"",""inscription""=>""THIS MONUMENT IS DEDICATED TO THE SLIEMA WAR DEAD OF 1939–45
***
THIS IS TO COMMEMORATE THE VISIT BY MEMBERS OF THE ROYAL NAVY SMALL SHIPS WHO SPENT MANY HAPPY YEARS BASED IN SLIEMA CREEK TODAY FRIDAY, 26 TH MARCH 1999
***
THIS COMMEMORATES THE RETURN VIS"",""material""=>""stone"",""memorial""=>""war_memorial""",Tas-Sliema,Others
480,"11001367913",,,,,,,,,"""amenity""=>""vending_machine"",""check_date""=>""2023-06-23"",""vending""=>""ice_cubes""",Tas-Sliema,Others
481,"6376130149",,,,,,,,,"""amenity""=>""atm"",""check_date""=>""2021-04-28""",Tas-Sliema,Others
482,"12343749876",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
483,"12343749877",,,,,,,,,"""natural""=>""tree""",Tas-Sliema,Others
484,"3552227874",,,,,,,,,"""amenity""=>""atm"",""cash_in""=>""no"",""check_date""=>""2021-04-28"",""operator""=>""BOV""",Tas-Sliema,Others
485,"12343312039",,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Tas-Sliema,Others
486,"2488705973",,,crossing,,,,,,"""crossing:markings""=>""yes"",""crossing:signals""=>""no""",Tas-Sliema,Others
487,"5044980365",Tas-Sliema - Ferries 2,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Tas-Sliema,Others
488,"5041479875",Tas-Sliema - Ferries 2,,bus_stop,"2579",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
500,"4511766614",,,,,,,,,"""amenity""=>""telephone"",""booth""=>""K6"",""check_date""=>""2022-02-12"",""colour""=>""red"",""covered""=>""booth""",Tas-Sliema,Others
501,"1498913980",,,,,,,,,"""denotation""=>""street"",""leaf_cycle""=>""deciduous"",""leaf_type""=>""broadleaved"",""natural""=>""tree""",Tas-Sliema,Others
502,"10050023919",,,,,,,,,"""historic""=>""memorial"",""material""=>""stone""",Tas-Sliema,Others
503,"9074628023",,,,,,,,,"""amenity""=>""parking_entrance""",Tas-Sliema,Others
504,"2313051175",,,,,,,,,"""amenity""=>""atm"",""operator""=>""Bank of Valletta""",Tas-Sliema,Others
506,"1618076265",,lift_gate,,,,,,,,Tas-Sliema,Others
507,"1501849405",Tas-Sliema,,,,,,town,,"""name:ar""=>""سليمة"",""name:en""=>""Sliema"",""name:it""=>""Sliema"",""name:ml""=>""സ്ലീമ"",""name:ru""=>""Слима"",""name:uk""=>""Сліма"",""name:zh""=>""斯利馬"",""population""=>""16854"",""wikidata""=>""Q39526"",""wikimedia_commons""=>""Category:Sliema"",""wikipedia""=>""en:Sliema""",Tas-Sliema,Others
509,"7146393908",,,,,,,,,"""access""=>""yes"",""door""=>""sliding"",""entrance""=>""main"",""level""=>""0"",""wheelchair""=>""yes""",Tas-Sliema,Others
510,"5034691351",Tas-Sliema - Huber,,bus_stop,"1169",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
511,"5034691352",Tas-Sliema - Huber,,bus_stop,"2092",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
513,"12347858521",,,,,,,,,"""amenity""=>""waste_basket""",Tas-Sliema,Others
515,"12741521737",,,,,,,,,"""check_date""=>""2025-04-09"",""traffic_calming""=>""bump""",Tas-Sliema,Others
516,"12741521744",,,,,,,,,"""booth""=>""yes"",""check_date""=>""2025-04-09"",""colour""=>""red"",""covered""=>""yes"",""disused:amenity""=>""telephone""",Tas-Sliema,Others
517,"12741521746",,,,,,,,street_cabinet,,Tas-Sliema,Others
518,"12741521748",,,traffic_mirror,,,,,,"""check_date""=>""2025-04-09""",Tas-Sliema,Others
528,"13092036075",,,,,,,,survey_point,,Tas-Sliema,Others
529,"11443766051",,,,,,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Sa 07:00"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Tas-Sliema,Others
533,"3515053327",Tas-Sliema - Chalet,,bus_stop,"0916",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
535,"3466531411",,,,,,,,survey_point,,Tas-Sliema,Others
538,"13230240979",,,,,,,,survey_point,,Tas-Sliema,Others
539,"3466523852",,,,,,,,,"""check_date""=>""2022-08-16"",""disused:shop""=>""yes""",Tas-Sliema,Others
542,"4338034080",Pawlu Accomodations,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""140"",""addr:postcode""=>""SLM2051"",""addr:street""=>""Triq Blanche Huber"",""description""=>""Short Term Room Rent""",Tas-Sliema,Others
545,"10539001325",,,,,,,,,"""emergency""=>""fire_hydrant""",Tas-Sliema,Others
546,"10539001324",,bollard,,,,,,,,Tas-Sliema,Others
547,"10539001326",,gate,,,,,,,,Tas-Sliema,Others
548,"10539001327",,,,,,,,,"""couplings""=>""2"",""emergency""=>""fire_hydrant"",""fire_hydrant:type""=>""underground""",Tas-Sliema,Others
549,"10539001328",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Tas-Sliema,Others
550,"8583015438",,,,,,,,,"""maxspeed""=>""20"",""traffic_sign""=>""maxspeed""",Tas-Sliema,Others
561,"2804929691",,,,,,,,,"""internet_access""=>""wlan"",""internet_access:fee""=>""no""",Tas-Sliema,Others
562,"301355081",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no""",Tas-Sliema,Others
563,"2805451364",Tas-Sliema - Exiles,,bus_stop,"1044",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
565,"2805451368",,,,,,,,,"""amenity""=>""telephone""",Tas-Sliema,Others
567,"2805451369",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""check_date""=>""2024-11-16""",Tas-Sliema,Others
568,"2805451371",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""check_date""=>""2024-11-16""",Tas-Sliema,Others
569,"2804929692",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass""=>""yes"",""recycling:paper""=>""yes"",""recycling:scrap_metal""=>""yes""",Tas-Sliema,Others
570,"2804833216",Tas-Sliema - Exiles,,bus_stop,"0920",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Tas-Sliema,Others
572,"2805451372",,,traffic_signals,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals""",Tas-Sliema,Others
573,"1612867262",,,,,,,,,"""addr:housenumber""=>""229"",""addr:street""=>""Tower Road""",Tas-Sliema,Others
575,"4343036988",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
576,"4343037389",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
577,"4343037390",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
578,"4343037391",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Tas-Sliema,Others
