fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category
7764,,"1369993701",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""67"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Recreation
7765,,"1369993702",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""66"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Recreation
7766,,"1369993703",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""65"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7767,,"1369993704",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""64"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7769,,"1369993707",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""58-63"",""layer""=>""-1""",Il-Mellieħa,Yes,Others
7770,,"1369993708",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""135"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7771,,"1369993709",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""134"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7772,,"1369993710",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:housenumber""=>""133""",Il-Mellieħa,Yes,Others
7773,,"1369993711",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""132"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7774,,"1369993712",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""131"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7775,,"1369993713",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""130"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7776,,"1369993714",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""129"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7777,,"1369993715",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""128"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7778,,"1369993716",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""127"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7779,,"1369993717",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""126"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7780,,"1369993718",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""112"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7781,,"1369993719",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""111"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7782,,"1369993720",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""110"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7783,,"1369993721",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""109"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Shopping
7784,,"1369993722",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""108"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7785,,"1369993723",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""107"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7786,,"1369993724",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""106"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section A, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7787,,"1369993726",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7788,,"1369993727",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7789,,"1369993728",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7790,,"1369993729",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7791,,"1369993730",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7792,,"1369993731",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7793,,"1369993732",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7794,,"1369993733",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7795,,"1369993734",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7796,,"1369993735",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7797,,"1369993736",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7798,,"1369993737",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""124"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7799,,"1369993738",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""125"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section B, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7800,,"1369993740",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""131"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Education
7801,,"1369993741",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7802,,"1369993742",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Personal Errands
7803,,"1369993743",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""126"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7804,,"1369993744",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7805,,"1369993745",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Joanna"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7806,,"1369993746",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7807,,"1369993747",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7808,,"1369993748",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7809,,"1369993749",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Alfter"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7810,,"1369993750",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Alfter"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7811,,"1369993751",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Lu-Anne"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7812,,"1369993752",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Skipper"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7813,,"1369993753",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sea View"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Shopping
7814,,"1369993754",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""La Mirage"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7815,,"1369993755",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Rocker"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7816,,"1369993756",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Bay View"",""addr:housenumber""=>""3a"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7817,,"1369993757",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sea La Vie"",""addr:housenumber""=>""4a"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7818,,"1369993758",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""5a"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7819,,"1369993759",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7820,,"1369993760",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7821,,"1369993761",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7822,,"1369993762",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7823,,"1369993763",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7824,,"1369993764",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7825,,"1369993765",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7826,,"1369993766",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7827,,"1369993767",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7828,,"1369993768",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7829,,"1369993769",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7830,,"1369993770",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7831,,"1369993771",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7832,,"1369993772",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Recreation
7833,,"1369993773",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""11a"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7834,,"1369993774",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7835,,"1369993775",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7836,,"1369993776",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7837,,"1369993777",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7838,,"1369993778",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""15"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section C, Ix-Xatt ta' Santa Marija""",Il-Mellieħa,Yes,Others
7839,,"1369993779",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""1-57"",""addr:postcode""=>""MLĦ 2777"",""addr:street""=>""Section D, Ix-Xatt ta' Santa Marija"",""layer""=>""-1""",Il-Mellieħa,Yes,Others
7840,,"1370010540",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""capacity:disabled""=>""1"",""fee""=>""no"",""parking""=>""surface""",Il-Mellieħa,Yes,Others
7841,,"1370052174",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface"",""surface""=>""asphalt""",Il-Mellieħa,Yes,Others
7842,,"1370052175",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:flats""=>""12"",""building:levels""=>""5""",Il-Mellieħa,Yes,Others
7843,,"1370052176",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""6;8"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""5"",""building:levels""=>""5""",Il-Mellieħa,Yes,Others
7844,,"1370052177",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""10;12"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""5"",""building:levels""=>""5""",Il-Mellieħa,Yes,Others
7845,,"1370052178",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""The View"",""addr:housenumber""=>""14;16;18"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""5"",""building:levels""=>""5""",Il-Mellieħa,Yes,Others
7846,,"1370052179",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""20;22;24"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""8"",""building:levels""=>""4""",Il-Mellieħa,Yes,Others
7847,,"1370052180",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Maria Bambina"",""addr:housenumber""=>""26;28"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""2"",""building:levels""=>""2""",Il-Mellieħa,Yes,Others
7848,,"1370052181",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""30;32"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""4"",""building:levels""=>""4""",Il-Mellieħa,Yes,Others
7849,,"1370052182",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Għadira Flats"",""addr:housenumber""=>""34;36"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara"",""building:flats""=>""4"",""building:levels""=>""4""",Il-Mellieħa,Yes,Others
7850,,"1370052183",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""38"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara""",Il-Mellieħa,Yes,Others
7851,,"1370052184",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""40;42;44;46;48"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara""",Il-Mellieħa,Yes,Others
7852,,"1370052185",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""50;52"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara""",Il-Mellieħa,Yes,Others
7853,,"1370052186",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Vince;Tower View;Verbum Dei"",""addr:housenumber""=>""54;56;58"",""addr:postcode""=>""MLH 4210"",""addr:street""=>""Dawret it-Tunnara""",Il-Mellieħa,Yes,Others
7854,,"1370052187",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Saint Anne"",""addr:housenumber""=>""2;4;6"",""addr:postcode""=>""MLH 4260"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7855,,"1370052188",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""8;10"",""addr:postcode""=>""MLH 4260"",""addr:street""=>""Triq is-Sajjieda"",""house""=>""terraced""",Il-Mellieħa,Yes,Others
7856,,"1370052189",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Peregrine"",""addr:housenumber""=>""12"",""addr:postcode""=>""MLH 4260"",""addr:street""=>""Triq is-Sajjieda"",""house""=>""terraced""",Il-Mellieħa,Yes,Others
7857,,"1370052190",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Horsley"",""addr:housenumber""=>""14;16"",""addr:postcode""=>""MLH 4260"",""addr:street""=>""Triq is-Sajjieda"",""house""=>""terraced""",Il-Mellieħa,Yes,Others
7858,,"1370052191",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sydney"",""addr:housenumber""=>""18-20"",""addr:postcode""=>""MLH 4260"",""addr:street""=>""Triq is-Sajjieda"",""house""=>""terraced""",Il-Mellieħa,Yes,Others
7859,,"1370052192",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Grace"",""addr:housenumber""=>""30;32"",""addr:postcode""=>""MLH 4262"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7860,,"1370052193",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Esmeralda"",""addr:housenumber""=>""34"",""addr:postcode""=>""MLH 4262"",""addr:street""=>""Triq is-Sajjieda"",""house""=>""terraced""",Il-Mellieħa,Yes,Others
7861,,"1370052194",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Jacob;Elisa;Viemar"",""addr:housenumber""=>""26;28;28A"",""addr:postcode""=>""MLH 4262"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7862,,"1370052195",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Serene Apartments"",""addr:housenumber""=>""36;38"",""addr:postcode""=>""MLH 4264"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7863,,"1370052196",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""40;42"",""addr:postcode""=>""MLH 4264"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7864,,"1370052197",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Stella Maris Flats"",""addr:housenumber""=>""44;46"",""addr:postcode""=>""MLH 4264"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
7865,,"1370052198",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""48"",""addr:postcode""=>""MLH 4264"",""addr:street""=>""Triq is-Sajjieda""",Il-Mellieħa,Yes,Others
